label,name,category,subcategory,organization,description,website,address,address_uf,address_uf_nb,source,comment,tags,submittedBy,submissionTimestamp,github_hash
mytonwallet,Mytonwallet,wallet,,mytonwallet,This is the staking pool for the $MY token in MyTonWallet.,https://mytonwallet.io,0:69BC85C4C063FBD26BB25373C299217B3D00E2B5EC9BCE98A8A8735B63F5B77D,EQBpvIXEwGP70muyU3PCmSF7PQDiteybzpioqHNbY_W3fdqO,UQBpvIXEwGP70muyU3PCmSF7PQDiteybzpioqHNbY_W3fYdL,,mytonwallet pay,[],Lucky0041,2025-12-10T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
tonkeeper,Tonkeeper,wallet,,tonkeeper,,https://tonkeeper.com,0:DFBD5BE8497FDC0C9FCBDFC676864840DDF8AD6423D6D5657D9B0E8270D6C8AC,EQDfvVvoSX_cDJ_L38Z2hkhA3fitZCPW1WV9mw6CcNbIrH-Q,UQDfvVvoSX_cDJ_L38Z2hkhA3fitZCPW1WV9mw6CcNbIrCJV,,,[],ohld,2025-01-01T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
tonkeeper,Tonkeeper,wallet,,tonkeeper,,https://tonkeeper.com,0:8F2D840EC05D118F98459A057B1FCAB535C57B9371222BE15667FEE932CEAF53,EQCPLYQOwF0Rj5hFmgV7H8q1NcV7k3EiK-FWZ_7pMs6vU2N2,UQCPLYQOwF0Rj5hFmgV7H8q1NcV7k3EiK-FWZ_7pMs6vUz6z,,Tonkeeper Battery battery.ton,[],ohld,2025-01-01T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
tonkeeper,Tonkeeper,wallet,,tonkeeper,,https://tonkeeper.com,0:7251E83282040CFD2387CF677B2864F7F021720FA040CDA543A9194119442CEA,EQByUegyggQM_SOHz2d7KGT38CFyD6BAzaVDqRlBGUQs6lck,UQByUegyggQM_SOHz2d7KGT38CFyD6BAzaVDqRlBGUQs6grh,,Tonkeeper Battery refunds,[],ohld,2025-01-01T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
tonkeeper,Tonkeeper,wallet,,tonkeeper,,https://tonkeeper.com,0:6C8EEF549F003F4F421D009AEDE507E3F7535667B639E98FD09B55C8FC0E23CB,EQBsju9UnwA_T0IdAJrt5Qfj91NWZ7Y56Y_Qm1XI_A4jyzHr,UQBsju9UnwA_T0IdAJrt5Qfj91NWZ7Y56Y_Qm1XI_A4jy2wu,,Ston.fi referral address,[],ohld,2025-01-13T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
tonkeeper,Tonkeeper,wallet,,tonkeeper,,https://tonkeeper.com,0:B16A061860C9F389D4EF41FDFDAA7914BC09167DB9F5377B5EA95C504ED76B77,EQCxagYYYMnzidTvQf39qnkUvAkWfbn1N3teqVxQTtdrdyu1,UQCxagYYYMnzidTvQf39qnkUvAkWfbn1N3teqVxQTtdrd3Zw,,Purchase of Tonkeeper Pro,[],ohld,2025-09-19T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
tonkeeper,Tonkeeper,wallet,,tonkeeper,,https://tonkeeper.com,0:574458DD9A3B10DEA83D503AA7797F16DA70843D51EDF727CD18674F6919A42F,EQBXRFjdmjsQ3qg9UDqneX8W2nCEPVHt9yfNGGdPaRmkL8Zk,UQBXRFjdmjsQ3qg9UDqneX8W2nCEPVHt9yfNGGdPaRmkL5uh,,Tonkeeper pay,[],Lucky0041,2025-12-10T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
tonkeeper,Tonkeeper,wallet,,tonkeeper,,https://tonkeeper.com,0:F007C6257EA5FF6D83B870619290825851C82A9628FA7E1B84C040212C0A692D,EQDwB8YlfqX_bYO4cGGSkIJYUcgqlij6fhuEwEAhLAppLbEV,UQDwB8YlfqX_bYO4cGGSkIJYUcgqlij6fhuEwEAhLAppLezQ,,Tonkeeper Battery battery.ton,[],Lucky0041,2026-03-09T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
tonkeeper,Tonkeeper,wallet,,tonkeeper,,https://tonkeeper.com,0:7AE5056C3FD9406F9BBBE7C7089CD4C40801D9075486CBEDB7CE12DF119EACF1,EQB65QVsP9lAb5u758cInNTECAHZB1SGy-23zhLfEZ6s8aLF,UQB65QVsP9lAb5u758cInNTECAHZB1SGy-23zhLfEZ6s8f8A,"TONAPI account name is 'Tonkeeper battery'. wallet_highload_v2r2, 5,588 TON balance. Sends USDT transfers with UUID comments, uses Tonkeeper Battery gas abstraction pattern.",Tonkeeper Battery — highload wallet for gasless USDT transfers,[],ohld,2026-03-23T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
gemwallet,Gem Wallet,wallet,,gemwallet,,https://gemwallet.com,0:F124A6AB3D2A746C2B5AF43160A7CD4CA6DE61A466EE55C4B1C1F7B36B40629F,EQDxJKarPSp0bCta9DFgp81Mpt5hpGbuVcSxwfeza0BinzDw,UQDxJKarPSp0bCta9DFgp81Mpt5hpGbuVcSxwfeza0Bin201,https://github.com/gemwalletcom/core-ts/blob/0e292ee2cffb6da187063f06487af2ed1c4f20d6/packages/swapper/src/referrer.ts#L14,Swap referral address,[],shuva10v,2025-05-16T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
spell,Spell,wallet,,spell,,https://spellwallet.io,0:40A3194E4402E2221870CF06C7D706242459BE31D1E64BC83C24892BB46628B8,EQBAoxlORALiIhhwzwbH1wYkJFm-MdHmS8g8JIkrtGYouDQF,UQBAoxlORALiIhhwzwbH1wYkJFm-MdHmS8g8JIkrtGYouGnA,https://t.me/spell_wallet/352 (https://tonviewer.com/transaction/7fec180a2c276af65d8fa44d448aeabec23bd6f893ffd0b0dfd90948653af504),reward distribution address,[],shuva10v,2025-04-26T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
tonspace,Tonspace,wallet,,wallet_in_telegram,,https://t.me/tonspace_news_en/30,0:16054EACBCA0E2741207F5708F5765F9950574AC054C773868B10A627242E1FA,EQAWBU6svKDidBIH9XCPV2X5lQV0rAVMdzhosQpickLh-upM,UQAWBU6svKDidBIH9XCPV2X5lQV0rAVMdzhosQpickLh-reJ,,TON Space Badges,['nft'],ohld,2025-04-14T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
symbiosis,Symbiosis,bridge,,symbiosis,,https://symbiosis.finance,0:E9507855979949E98E3B0C27744D675707F91DF94F8DE8AC8010B78F3637E3D7,EQDpUHhVl5lJ6Y47DCd0TWdXB_kd-U-N6KyAELePNjfj15HT,UQDpUHhVl5lJ6Y47DCd0TWdXB_kd-U-N6KyAELePNjfj18wW,,,[],ohld,2024-12-26T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
symbiosis,Symbiosis,bridge,,symbiosis,,https://symbiosis.finance,0:5987D0A92D9C8D97023B6A6D0F1E9572F13F33749C408651B79B7C4C8B406855,EQBZh9CpLZyNlwI7am0PHpVy8T8zdJxAhlG3m3xMi0BoVaUh,UQBZh9CpLZyNlwI7am0PHpVy8T8zdJxAhlG3m3xMi0BoVfjk,,,[],Lucky0041,2025-11-04T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
changenow,Changenow,bridge,,changenow,Bridge & cross-chain swap,https://changenow.io,0:C05C794913829D4529282BC5354BFC10C604476C9B1ECD29AE462E5FC9EFD85B,EQDAXHlJE4KdRSkoK8U1S_wQxgRHbJsezSmuRi5fye_YW1pR,UQDAXHlJE4KdRSkoK8U1S_wQxgRHbJsezSmuRi5fye_YWweU,,,['has-custodial-wallets'],Lucky0041,2025-11-28T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
chainconnect,Chainconnect,bridge,,chainconnect,,https://app.chainconnect.com,0:4B6917B8D9357CEE4D24A8605D28327108E0DC06B0FE478614A22A27B9C30805,EQBLaRe42TV87k0kqGBdKDJxCODcBrD-R4YUoionucMIBb25,UQBLaRe42TV87k0kqGBdKDJxCODcBrD-R4YUoionucMIBeB8,,Bridge Contract,[],Caranell,2025-03-18T00:00:00Z,1200941b128914d843fc08fee5a832a5176dda9f
chainconnect,Chainconnect,bridge,,chainconnect,,https://app.chainconnect.com,0:4FA2916FC8CB24141B1FA79C3FE6505C52E02782C4A3FC99323AB4A00005FE3E,EQBPopFvyMskFBsfp5w_5lBcUuAngsSj_JkyOrSgAAX-Phsz,UQBPopFvyMskFBsfp5w_5lBcUuAngsSj_JkyOrSgAAX-Pkb2,,ChainConnect Wrapped TON ccTON jetton master,[],ohld,2026-02-11T00:00:00Z,1200941b128914d843fc08fee5a832a5176dda9f
layerzero,Layerzero,bridge,,layerzero,,https://layerzero.network,0:170725394AA56136FBD27D0CE31D8A98E0F8AE72A4D2379B5DDE83E211A2D5FA,EQAXByU5SqVhNvvSfQzjHYqY4PiucqTSN5td3oPiEaLV-p0-,UQAXByU5SqVhNvvSfQzjHYqY4PiucqTSN5td3oPiEaLV-sD7,,USDT0 Bridge Contract,[],ohld,2025-02-19T00:03:33Z,1200941b128914d843fc08fee5a832a5176dda9f
layerzero,Layerzero,bridge,,layerzero,,https://layerzero.network,0:ADA3AFFCB0D8E45150ACEDC0CB69C7D67F5E9531480642A701928374F15DAB8E,EQCto6_8sNjkUVCs7cDLacfWf16VMUgGQqcBkoN08V2rjtCY,UQCto6_8sNjkUVCs7cDLacfWf16VMUgGQqcBkoN08V2rjo1d,,,[],shuva10v,2025-02-24T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
layerzero,Layerzero,bridge,,layerzero,,https://layerzero.network,0:150645746E25BE5486EB3B2F5D98B44C6B324697C48D495D059F96FC9D3EC368,EQAVBkV0biW-VIbrOy9dmLRMazJGl8SNSV0Fn5b8nT7DaMIn,UQAVBkV0biW-VIbrOy9dmLRMazJGl8SNSV0Fn5b8nT7DaJ_i,,,[],shuva10v,2025-02-24T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
layerzero,Layerzero,bridge,,layerzero,,https://layerzero.network,0:D4D98C6E7C5708F32A8C0E1C7FB058BB8F2B7CA14DB05CFC7EA0E7B06D6A5156,EQDU2YxufFcI8yqMDhx_sFi7jyt8oU2wXPx-oOewbWpRVviu,UQDU2YxufFcI8yqMDhx_sFi7jyt8oU2wXPx-oOewbWpRVqVr,,,[],shuva10v,2025-02-24T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
layerzero,Layerzero,bridge,,layerzero,,https://layerzero.network,0:075009536B6A712C628045D87118652CB7C0E6E355B0E298927A653EBC90617F,EQAHUAlTa2pxLGKARdhxGGUst8Dm41Ww4piSemU-vJBhfwLF,UQAHUAlTa2pxLGKARdhxGGUst8Dm41Ww4piSemU-vJBhf18A,,Highload Wallet,[],ohld,2025-06-12T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
layerzero,Layerzero,bridge,,layerzero,,https://layerzero.network,0:23A676145F8DEE3632F722AAC50392F22CF0B4BE8F624E038279A6F5005FB669,EQAjpnYUX43uNjL3IqrFA5LyLPC0vo9iTgOCeab1AF-2aYcq,UQAjpnYUX43uNjL3IqrFA5LyLPC0vo9iTgOCeab1AF-2adrv,,Ethena minter,[],ohld,2025-06-12T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
layerzero,Layerzero,bridge,,layerzero,,https://layerzero.network,0:1DDF580052174ED1DD0D66C35BFDC1A5FCC69AF4F4AE36154B13DCFC6C14A35F,EQAd31gAUhdO0d0NZsNb_cGl_Maa9PSuNhVLE9z8bBSjX6Gq,UQAd31gAUhdO0d0NZsNb_cGl_Maa9PSuNhVLE9z8bBSjX_xv,,Liquidity rebalance,[],ohld,2025-08-27T00:00:00Z,1200941b128914d843fc08fee5a832a5176dda9f
layerzero,Layerzero,bridge,,layerzero,,https://layerzero.network,0:5CE1BAEEC5CDFD9BBA8E22D828394EB7E06185B3E5BC293D1C29071EE7DD48F8,EQBc4bruxc39m7qOItgoOU634GGFs-W8KT0cKQce591I-HFe,UQBc4bruxc39m7qOItgoOU634GGFs-W8KT0cKQce591I-Cyb,,old layerzero relayer for Veda app,[],Lucky0041,2025-10-14T00:00:00Z,1200941b128914d843fc08fee5a832a5176dda9f
layerzero,Layerzero,bridge,,layerzero,,https://layerzero.network,0:0F87D442A6B820E642AE9AD262F2E07B9C529CB4F070B9152EF362604C69B392,EQAPh9RCprgg5kKumtJi8uB7nFKctPBwuRUu82JgTGmzklNV,UQAPh9RCprgg5kKumtJi8uB7nFKctPBwuRUu82JgTGmzkg6Q,, ENA ,[],Lucky0041,2025-11-28T00:00:00Z,1200941b128914d843fc08fee5a832a5176dda9f
layerzero,Layerzero,bridge,,layerzero,,https://layerzero.network,0:90D9FF1C7814705FCC74F8B7598476D65F3B9536FC132729B0606F0BE82E617F,EQCQ2f8ceBRwX8x0-LdZhHbWXzuVNvwTJymwYG8L6C5hf_5V,UQCQ2f8ceBRwX8x0-LdZhHbWXzuVNvwTJymwYG8L6C5hf6OQ,, xaut0 ,[],Lucky0041,2025-11-28T00:00:00Z,1200941b128914d843fc08fee5a832a5176dda9f
sideshift,Sideshift,bridge,,sideshift,Bridge & cross-chain swap,https://sideshift.ai,0:CA3BC9C2B159350D76D809CD9EC787CA198877005DB319E03799376A48AD9BE0,EQDKO8nCsVk1DXbYCc2ex4fKGYh3AF2zGeA3mTdqSK2b4BXX,UQDKO8nCsVk1DXbYCc2ex4fKGYh3AF2zGeA3mTdqSK2b4EgS,,,['has-custodial-wallets'],Lucky0041,2025-11-28T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
getfeenix,Getfeenix,bridge,,getfeenix,Bridge & cross-chain swap,https://getfeenix.com,0:CE0B67F894E4AC8166516995D55C6E14A0F5AB4DC7BA9E08B247B1D86A42C4D0,EQDOC2f4lOSsgWZRaZXVXG4UoPWrTce6ngiyR7HYakLE0It8,UQDOC2f4lOSsgWZRaZXVXG4UoPWrTce6ngiyR7HYakLE0Na5,,,['has-custodial-wallets'],Lucky0041,2025-10-03T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
getfeenix,Getfeenix,bridge,,getfeenix,Bridge & cross-chain swap,https://getfeenix.com,0:749816930B46129FA0FB4BF4705EA188E283E3C4DB50BAF04081FB45605BAEC2,EQB0mBaTC0YSn6D7S_RwXqGI4oPjxNtQuvBAgftFYFuuwhwk,UQB0mBaTC0YSn6D7S_RwXqGI4oPjxNtQuvBAgftFYFuuwkHh,,gas-topup,[],Lucky0041,2025-10-11T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
orbiter,Orbiter,bridge,,orbiter,,https://orbiter.finance,0:4DD73F5DADCAC16EE2A024C60141D578739F17CA67D3A284D9DDA649CDD73620,EQBN1z9drcrBbuKgJMYBQdV4c58XymfTooTZ3aZJzdc2ICwI,UQBN1z9drcrBbuKgJMYBQdV4c58XymfTooTZ3aZJzdc2IHHN,https://cdn.orbiter.finance/config/chains.json,Bridge Address,[],markysha,2025-03-10T00:00:00Z,1200941b128914d843fc08fee5a832a5176dda9f
intersoon,Intersoon,bridge,,intersoon,Bridges built on hyperlane infrastructure,https://intersoon.soo.network,0:909CF9531795ACB3F99B2ED5D58E498CE2762F0833C826D4B714190CA2BB832C,EQCQnPlTF5Wss_mbLtXVjkmM4nYvCDPIJtS3FBkMoruDLNmc,UQCQnPlTF5Wss_mbLtXVjkmM4nYvCDPIJtS3FBkMoruDLIRZ,https://intersoon.soo.network,Bridge Contract,[],markysha,2025-03-10T00:00:00Z,1200941b128914d843fc08fee5a832a5176dda9f
intersoon,Intersoon,bridge,,intersoon,Bridges built on hyperlane infrastructure,https://intersoon.soo.network,0:A6A703E6B80EE14AEF7D21048C903698952A0490F6CBDF06F8D98A9C530FCDAB,EQCmpwPmuA7hSu99IQSMkDaYlSoEkPbL3wb42YqcUw_Nq5AB,UQCmpwPmuA7hSu99IQSMkDaYlSoEkPbL3wb42YqcUw_Nq83E,https://intersoon.soo.network,Bridge Multisig wallet,[],rAndom1ze,2025-04-14T00:00:00Z,1200941b128914d843fc08fee5a832a5176dda9f
intersoon,Intersoon,bridge,,intersoon,Bridges built on hyperlane infrastructure,https://intersoon.soo.network,0:4E5683C6D10DE18A3CEEC787C6E299C05EDBA8CFB177CF8348B28F5086968A10,EQBOVoPG0Q3hijzux4fG4pnAXtuoz7F3z4NIso9QhpaKEI4s,UQBOVoPG0Q3hijzux4fG4pnAXtuoz7F3z4NIso9QhpaKENPp,https://intersoon.soo.network,Bridge Multisig wallet,[],rAndom1ze,2025-04-14T00:00:00Z,1200941b128914d843fc08fee5a832a5176dda9f
intersoon,Intersoon,bridge,,intersoon,Bridges built on hyperlane infrastructure,https://intersoon.soo.network,0:F9908511997224CB268B58984E6C2B201E915E0F3362CB5F907CE2051D9AE7B6,EQD5kIURmXIkyyaLWJhObCsgHpFeDzNiy1-QfOIFHZrntg8n,UQD5kIURmXIkyyaLWJhObCsgHpFeDzNiy1-QfOIFHZrntlLi,https://intersoon.soo.network,Bridge Multisig wallet,[],rAndom1ze,2025-04-14T00:00:00Z,1200941b128914d843fc08fee5a832a5176dda9f
exolix,Exolix,bridge,,exolix,,https://exolix.com,0:D57D9E92830AD6F02D554A4A406CD2C6FFF77EFCF5871EDC77CF7878417FE0AB,EQDVfZ6SgwrW8C1VSkpAbNLG__d-_PWHHtx3z3h4QX_gq5nO,UQDVfZ6SgwrW8C1VSkpAbNLG__d-_PWHHtx3z3h4QX_gq8QL,,Service fee wallet,[],Lucky0041,2025-11-06T17:00:02Z,1200941b128914d843fc08fee5a832a5176dda9f
meson,Meson,bridge,,meson,,https://meson.fi,0:AFEBD83E9956B33A0A93ED657B18E69A5115F1E161A939A088CAC076CE77A634,EQCv69g-mVazOgqT7WV7GOaaURXx4WGpOaCIysB2znemNKyg,UQCv69g-mVazOgqT7WV7GOaaURXx4WGpOaCIysB2znemNPFl,https://meson.fi/scripts/config,Bridge Address,[],markysha,2025-03-10T00:00:00Z,1200941b128914d843fc08fee5a832a5176dda9f
layerswap,Layerswap,bridge,,layerswap,,https://layerswap.io,0:2F8AB9C9DED5B286353402DE2A46BF8C8A98776C8FF7F2F829D21EF74874E5DD,EQAvirnJ3tWyhjU0At4qRr-Miph3bI_38vgp0h73SHTl3W0E,UQAvirnJ3tWyhjU0At4qRr-Miph3bI_38vgp0h73SHTl3TDB,,Bridge Address,[],ohld,2024-12-26T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
retrobridge,Retrobridge,bridge,,retrobridge,,https://app.retrobridge.io,0:3510FAE39E96F2D7454668B667079FE3AC02D6CC17FE8A12960DCACB13C38614,EQA1EPrjnpby10VGaLZnB5_jrALWzBf-ihKWDcrLE8OGFG3R,UQA1EPrjnpby10VGaLZnB5_jrALWzBf-ihKWDcrLE8OGFDAU,,,[],Lucky0041,2025-11-06T17:00:02Z,1200941b128914d843fc08fee5a832a5176dda9f
bridgers,Bridgers,bridge,,bridgers,Bridge & cross-chain swap.,https://bridgers.xyz,0:3BC7DCA795152F8225AC4115134E42F0CE71B76721432A9ADE8D07A3EF91C34E,EQA7x9ynlRUvgiWsQRUTTkLwznG3ZyFDKprejQej75HDTo54,UQA7x9ynlRUvgiWsQRUTTkLwznG3ZyFDKprejQej75HDTtO9,https://docs-bridgers-en.bridgers.xyz,Main Contract,[],markysha,2025-04-10T12:00:00Z,1200941b128914d843fc08fee5a832a5176dda9f
bridgers,Bridgers,bridge,,bridgers,Bridge & cross-chain swap.,https://bridgers.xyz,0:AA4EE3D2F9C30DF5249185A16BC093862FB74A90517C0B46B4E60D96CC8F6E44,EQCqTuPS-cMN9SSRhaFrwJOGL7dKkFF8C0a05g2WzI9uRJ19,UQCqTuPS-cMN9SSRhaFrwJOGL7dKkFF8C0a05g2WzI9uRMC4,https://docs-bridgers-en.bridgers.xyz,Main Contract,[],shuva10v,2025-05-05T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
bridgers,Bridgers,bridge,,bridgers,Bridge & cross-chain swap.,https://bridgers.xyz,0:2142B06041681FA8ABDF06C6D32AA09D97FA84BF5FCB44403FDEC0AF6A1FBDA4,EQAhQrBgQWgfqKvfBsbTKqCdl_qEv1_LREA_3sCvah-9pGIz,UQAhQrBgQWgfqKvfBsbTKqCdl_qEv1_LREA_3sCvah-9pD_2,,Main Contract,[],Lucky0041,2025-10-03T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
hot_wallet,Hot wallet,bridge,,hot_labs,,https://hot-labs.org,0:71AE4A9BF6C55518156A349CC95BD94370AC2186079A9A404936DD678E0A3FB5,EQBxrkqb9sVVGBVqNJzJW9lDcKwhhgeamkBJNt1njgo_tU7s,UQBxrkqb9sVVGBVqNJzJW9lDcKwhhgeamkBJNt1njgo_tRMp,,Ton.Fun referral address,"['defi', 'referral-address']",ohld,2025-01-01T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
hot_wallet,Hot wallet,bridge,,hot_labs,,https://hot-labs.org,0:AE56FD3BB411EE26B805ACC7032451C44A813A4E92CBA0D4EEA9D2F62E45E2EC,EQCuVv07tBHuJrgFrMcDJFHESoE6TpLLoNTuqdL2LkXi7JGM,UQCuVv07tBHuJrgFrMcDJFHESoE6TpLLoNTuqdL2LkXi7MxJ,,bridge inside hot_wallet,['defi'],Caranell,2025-03-18T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
hot_wallet,Hot wallet,bridge,,hot_labs,,https://hot-labs.org,0:1B09B9EADD00D908DDAA8B7C2EEA933A7B5C6B48790276D2CB4AA2675836111A,EQAbCbnq3QDZCN2qi3wu6pM6e1xrSHkCdtLLSqJnWDYRGhPV,UQAbCbnq3QDZCN2qi3wu6pM6e1xrSHkCdtLLSqJnWDYRGk4Q,,bridge inside hot_wallet,['defi'],Caranell,2025-05-26T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
hot_wallet,Hot wallet,bridge,,hot_labs,,https://hot-labs.org,0:0D11588CDC0290CE2E808F7B047B2A85BBCA57AA1CBD43DC46A0877FD2AA7708,EQANEViM3AKQzi6Aj3sEeyqFu8pXqhy9Q9xGoId_0qp3CNVJ,UQANEViM3AKQzi6Aj3sEeyqFu8pXqhy9Q9xGoId_0qp3CIiM,,,['defi'],Lucky0041,2025-07-08T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
hot_wallet,Hot wallet,bridge,,hot_labs,,https://hot-labs.org,0:2F50398200CF5997F8B7AD77980369FEB3FBA1338AD3061CC041478923110E07,EQAvUDmCAM9Zl_i3rXeYA2n-s_uhM4rTBhzAQUeJIxEOB62i,UQAvUDmCAM9Zl_i3rXeYA2n-s_uhM4rTBhzAQUeJIxEOB_Bn,,,['defi'],arbuz321,2025-09-14T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
hot_wallet,Hot wallet,bridge,,hot_labs,,https://hot-labs.org,0:E04DF3B8A49F0BC739D57C2D261EC1A5F786D0054E0A15C25F9620081DE6D053,EQDgTfO4pJ8LxznVfC0mHsGl94bQBU4KFcJfliAIHebQU2G4,UQDgTfO4pJ8LxznVfC0mHsGl94bQBU4KFcJfliAIHebQUzx9,,,['defi'],Lucky0041,2026-01-16T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
metapath,Metapath,bridge,,metapath,Bridge & cross-chain swap.,https://www.metapath.me,0:CE3E6D7CC19CCB05B870911D38036A206C826BEE5667B82D85F155B537AC0E45,EQDOPm18wZzLBbhwkR04A2ogbIJr7lZnuC2F8VW1N6wORSXV,UQDOPm18wZzLBbhwkR04A2ogbIJr7lZnuC2F8VW1N6wORXgQ,,,[],Lucky0041,2026-01-11T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
rhino,Rhino,bridge,,rhino,,https://rhino.fi,0:23DD2A0E93830FCE39FCD7A0ABC356F84715BBF5F07F679E3DB7209DF4721057,EQAj3SoOk4MPzjn816Crw1b4RxW79fB_Z549tyCd9HIQV6b7,UQAj3SoOk4MPzjn816Crw1b4RxW79fB_Z549tyCd9HIQV_s-,,Bridge Contract,[],markysha,2025-03-10T00:00:00Z,1200941b128914d843fc08fee5a832a5176dda9f
bridge.ton.org,Bridge.ton.org,bridge,,ton,,https://bridge.ton.org,-1:DD24C4A1F2B88F8B7053513B5CC6C5A31BC44B2A72DCB4D8C0338AF0F0D37EC5,Ef_dJMSh8riPi3BTUTtcxsWjG8RLKnLctNjAM4rw8NN-xWdr,Uf_dJMSh8riPi3BTUTtcxsWjG8RLKnLctNjAM4rw8NN-xTqu,tonviewer,ETH Bridge,[],ohld,2024-12-26T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bridge.ton.org,Bridge.ton.org,bridge,,ton,,https://bridge.ton.org,-1:4D5C0210B35DADDAA219FAC459DBA0FDEFB1FAE4E97A0D0797739FE050D694CA,Ef9NXAIQs12t2qIZ-sRZ26D977H65Ol6DQeXc5_gUNaUys5r,Uf9NXAIQs12t2qIZ-sRZ26D977H65Ol6DQeXc5_gUNaUypOu,tonviewer,BSC Bridge,[],ohld,2024-12-26T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bridge.ton.org,Bridge.ton.org,bridge,,ton,,https://bridge.ton.org,-1:B525EB5B3C5F6E6DCD606BEE7BA07A0EC83035212849B7E0559499C0F6BAD54D,Ef-1JetbPF9ubc1ga-57oHoOyDA1IShJt-BVlJnA9rrVTfrB,Uf-1JetbPF9ubc1ga-57oHoOyDA1IShJt-BVlJnA9rrVTacE,tonviewer,ETH Token Bridge,[],markysha,2024-12-26T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bridge.ton.org,Bridge.ton.org,bridge,,ton,,https://bridge.ton.org,0:C5E9F8FAC9D2495FF02BC3120D8CFFB41FCCF1F7CD96E1781B90ACC6BDC7945A,EQDF6fj6ydJJX_ArwxINjP-0H8zx982W4XgbkKzGvceUWvXl,UQDF6fj6ydJJX_ArwxINjP-0H8zx982W4XgbkKzGvceUWqgg,tonviewer,ETH Token Bridge Collector,[],markysha,2024-12-26T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bridge.ton.org,Bridge.ton.org,bridge,,ton,,https://bridge.ton.org,-1:3B9BBFD0AD5338B9700F0833380EE17D463E51C1AE671EE6F08901BDE899B202,Ef87m7_QrVM4uXAPCDM4DuF9Rj5Rwa5nHubwiQG96JmyAjQY,Uf87m7_QrVM4uXAPCDM4DuF9Rj5Rwa5nHubwiQG96JmyAmnd,tonviewer,ETH Bridge Governance,[],ohld,2026-02-11T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bridge.ton.org,Bridge.ton.org,bridge,,ton,,https://bridge.ton.org,-1:0EBD7FF9CA70E06E9E22A8922F5AE75211A9D6A34A8094E8E1587B606BDBB662,Ef8OvX_5ynDgbp4iqJIvWudSEanWo0qAlOjhWHtga9u2YjVp,Uf8OvX_5ynDgbp4iqJIvWudSEanWo0qAlOjhWHtga9u2Ymis,tonviewer,BSC Bridge Governance,[],ohld,2026-02-11T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bridge.ton.org,Bridge.ton.org,bridge,,ton,,https://bridge.ton.org,-1:211F1574BF623D14787708C5FDD565E329A25ABFA49095E984426F19BCF04974,Ef8hHxV0v2I9FHh3CMX91WXjKaJav6SQlemEQm8ZvPBJdLde,Uf8hHxV0v2I9FHh3CMX91WXjKaJav6SQlemEQm8ZvPBJdOqb,tonviewer,Bridge Governance / multisig,[],ohld,2026-02-11T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
